"name","address","city","state","zip_code","program_code","lat","lng","fips_county"
"Believers United for Progress","1306 Fayetteville St","Durham","NC","27707","FOODPANTRY",35.978597,-78.900195,37063
"Divine Grace Fellowship","1500 E Club Blvd, Bldg 100","Durham","NC","27701","FOODPANTRY",36.01692,-78.913085,37063
"Iglesia Presbiteriana Emanuel/","2504 N. Roxboro St.","Durham","NC","27703","FOODPANTRY",36.021596,-78.889822,37063
"Ministerios Guerreros de","1800 N. Roxboro St.","Durham","NC","27701","FOODPANTRY",36.012895,-78.89096,37063
"ST. ANN CATHOLIC CHURCH","4057 HWY 70 Bus.","Clayton","NC","27520","FOODPANTRY",35.567246,-78.392775,37101
"Revival Deliverance Ctr, Inc","101 East Pinewood Street","Roseboro","NC","28382","FOODPANTRY",34.947528,-78.508192,37163
"Michael's Place","2815 Cascadilla St","Durham","NC","27704","GROUP HOME",36.025874,-78.88579,37063
"Page United Methodist Soup Kit","1045 Poplar St","Aberdeen","NC","28315","SOUP KITCH",35.144305,-79.418915,37125
"Faith Gospel Tabernacle","663 Troy St","Durham","NC","27703","FOODPANTRY",35.977223,-78.882716,37063
"Churches Outreach  Network","700 Albemarle Avenue","Greenville","NC","27834","FOODPANTRY",35.609819,-77.380204,37147
"Church of God-Sermon del Monte","6105 Fayetteville Rd.","Raleigh","NC","27603","FOODPANTRY",35.687474,-78.680835,37183
"Word Harvest International","2403 Lednum Street","Durham","NC","27713","FOODPANTRY",36.028005,-78.909768,37063
"Kingdom Builders Outreach","506 Bell Fork Road","Jacksonville","NC","28540","FOODPANTRY",34.754985,-77.39563,37133
"Rock Ministry Inc.","350 West 2nd St","Garland","NC","28441","FOODPANTRY",34.786583,-78.394803,37163
"Mt. Hebron Seventh Day","700 S. Pender Street","Wilson","NC","27893","FOODPANTRY",35.714265,-77.905811,37195
"Tabernacle Full Gospel","328 Airport Road","Rockingham, NC","NC","28379","FOODPANTRY",34.955834,-79.732253,37153
"Feed My Sheep of Durham","519 E Main Street","Durham","NC","27703","ELDERLY NU",35.986812,-78.886742,37063
"Greater Joy Missionary Baptist","322 Anderson Street","Rocky Mount","NC","27803","FOODPANTRY",35.925502,-77.805823,37127
"Comunidad Cristiana Hosanna","204 Shelden Dr.","Raleigh","NC","27610","FOODPANTRY",35.741862,-78.637161,37183
"Calvary Baptist Church","119 Bunch Road","Beaufort","NC","28516","FOODPANTRY",34.733477,-76.65056,37031
"Louisburg Group Home","29 Strange Road","Louisburg","NC","27549","GROUP HOME",36.07725,-78.226882,37069
"Recovery Center of Durham","2203 Elmwood Ave.","Durham","NC","27707","GROUP HOME",35.98832,-78.930168,37063
"Benson Area Ministerial","1204 North Johnson St","Benson","NC","27504","FOODPANTRY",35.389051,-78.536557,37101
"Just A Clean House","310 Raynor St.","Durham","NC","27704","GROUP HOME",35.987528,-78.873449,37063
"Bread of Life Ministries","219 Maple Avenue","Sanford","NC","27330","FOODPANTRY",35.479795,-79.172498,37105
"Wilson Praise & Worship Church","202 Nash Street","Wilson","NC","27894","FOODPANTRY",35.940279,-77.798037,37127
"Mt. Sylvan United Methodist","5731 N. Roxboro Rd.","Durham","NC","27712","BP",36.093751,-78.910362,37063
"Wesleyan Methodist Church","3119 Brenda Lane","Spies","NC","27325","FOODPANTRY",35.424151,-79.68395,37123
"New Mt. Moriah United","4329 Anderson Avenue","Farmville","NC","27828","FOODPANTRY",35.585463,-77.589156,37147
"Cathedral  De Jesus","717 S Arendell Ave.","Zebulon","NC","27597","FOODPANTRY",35.812716,-78.306924,37183
"Brown Bag Ministry","800 Lufkin Rd.","Apex","NC","27502","SUPPLEMENT",35.712314,-78.83917,37183
"RAM Organization","2703 Holloway St.","Durham","NC","27703","AFTER SCH",35.995875,-78.897983,37063
"Rocky Mount Church of the","1530 Hunter Hill Road","Rocky Mount","NC","27804","FOODPANTRY",35.973442,-77.823185,37127
"The Way of the Cross Outreach","64 Craigmont Avenue","Roanoke Rapids","NC","27870","FOODPANTRY",36.447026,-77.699311,37083
"Project Anna, Inc","120 S. Skinner Street","Greenville","NC","27834","FOODPANTRY",35.602526,-77.388011,37147
"Blue Angel Outreach","132 Poplar Street","Vass","NC","28394","FOODPANTRY",35.267942,-79.2764,37125
"Christian Help Center","122 Depot St.","Roxboro","NC","27573","FOODPANTRY",36.393996,-78.98267,37145
"Glory Cloud & Fire Ministries","8800 Hwy 39 S","Zebulon","NC","27597","FOODPANTRY",35.865294,-78.267417,37183
"Glad Tiding Church, Inc./DUMA","319 Broad Street","Dunn","NC","28334","FOODPANTRY",35.309952,-78.613106,37085
"Baker Family Ministries","200 West Battleboro Avenue","Battleboro","NC","27890","FOODPANTRY",36.047603,-77.747883,37065
"Just For Us","807 S. Duke St.","Durham","NC","27701","OTHER",35.991478,-78.908813,37063
"St. John's Emergency Food","13241 Mclaurin St","Gibson","NC","28343","FOODPANTRY",34.757707,-79.613611,37165
"Kenly Church of God","8641 St. Mary's Church Road","Kenly","NC","27542","FOODPANTRY",35.599274,-78.118073,37101
"The Word Became Flesh","1401 Goldsboro Street","Wilson","NC","27894","FOODPANTRY",35.712664,-77.924872,37195
"Agape Buchanan Featherstone","1505 Woodlawn St","Laurinburg","NC","28352","FOODPANTRY",34.756063,-79.467813,37165
"The Rising Sun Church of","2021 US 401 South","Lillington","NC","27546-6817","FOODPANTRY",35.368068,-78.80834,37085
"Twilight Missionary Baptist","1781 Aurelian Springs Road","Weldon","NC","27839","FOODPANTRY",36.385788,-77.639211,37083
"Right Start","516 Union Church Rd","Carthage","NC","28327","FOODPANTRY",35.343777,-79.380801,37125
"first Missionary Baptist","315 S. Gaines Street","Southern Pines","NC","28387","FOODPANTRY",35.181802,-79.403498,37125
"Orange County Disability","503 W. Franklin Street  #113","Chapel Hill","NC","27514","DISABLED",35.916241,-79.047942,37135
"New Opportunities 2nd Chance","1005 Broad Street","Durham","NC","27702","FOODPANTRY",36.013623,-78.91945,37063
"London Missionary Baptist","3386 US HWY 158","Roanoke Rapids","NC","27870","FOODPANTRY",36.449353,-77.726427,37083
"Helping Hands of Hamlet","609 Cheraw Road","Hamlet","NC","28345","FOODPANTRY",34.877795,-79.724973,37153
"Achievement Academy of Durham","400 W. Main St Suite 103","Durham","NC","27701","AFTER SCH",35.996966,-78.904181,37063
"Spring Hill Baptist","24220 Main Street","Wagram","NC","28396","FOODPANTRY",34.88578,-79.368019,37165
"Salvation Army Carteret Co","1700 Arendell Street","Morehead City","NC","28557","FOODPANTRY",34.722425,-76.725453,37031
"First Baptist Church of","202 South Fourth Street","Smithfield","NC","27577","SOUP KITCH",35.509359,-78.345405,37101
"Spirit of Life Kings Kids","317 Orange Street","Henderson","NC","27536","DAY CARE",36.326504,-78.406672,37181
"The Storehouse Pantry","3114 Bridges Street","Morehead City","NC","28557","FOODPANTRY",34.727345,-76.745707,37031
"The Memorial Baptist Church","1510 Greenville Blvd. SE","Greenville","NC","27858","FOODPANTRY",35.589728,-77.350309,37147
"New Destiny Outreach","990 Cox Avenue","Rocky Mount","NC","27801","FOODPANTRY",35.949274,-77.745776,37065
"New Christian Food Pantry &","111 Douglas Street","Wilson","NC","27893","FOODPANTRY",35.723993,-77.909458,37195
"Pamlico County Fishes & Loaves","1149 White Farm Road","Oriental","NC","28571","FOODPANTRY",35.046719,-76.682123,37137
"St Paul Lutheran","311 Marlboro Street","Hamlet","NC","28345","FOODPANTRY",34.890041,-79.707031,37153
"Ark Of Safety Outreach","612 Gary Street","Durham","NC","27703","FOODPANTRY",35.990766,-78.870578,37063
"Mineral Springs Improvement","122 Railroad Street","Ellerbe","NC","28338","AFTER SCH",35.065613,-79.760749,37153
"Church Community Services","108 Gill St","Laurinburg","NC","28352","FOODPANTRY",34.777964,-79.462655,37165
"My Father's House","543 Richardson Road","Enfield","NC","27823","FOODPANTRY",36.236318,-77.873608,37083
"Emmanuel Hispanic Pentecostal","3603 Bastion lane suite 101","Raleigh","NC","27604","FOODPANTRY",35.79779,-78.584953,37183
"Pullen Memorial Baptist Church","1801 Hillsborough St.","Raleigh","NC","27605","SUPPLEMENT",35.785402,-78.660645,37183
"Alliance Rehabilitative Care--","560 Dabney Drive","Henderson","NC","27536","OTHER",36.324934,-78.421874,37181
"Potter's House Outreach Center","107 North Lee Street","Benson","NC","27504","FOODPANTRY",35.379085,-78.543701,37101
"Williams Grove Baptist Church","735 Rock Quarry Rd.","Raleigh","NC","27610","FOODPANTRY",35.770331,-78.619904,37183
"New Vision Christian Church","2102 Hobbton Hwy.","Clinton","NC","28329","FOODPANTRY",35.031131,-78.327177,37163
"Bethlehem Temple Apostolic--","600 N. Roxboro Street","Durham","NC","27701","FOODPANTRY",35.997842,-78.895022,37063
"Christ Deliverance Tabernacle","413 E. Pender St.","Wilson","NC","27893","FOODPANTRY",35.724958,-77.903359,37195
"Pathway Outreach Center Inc.","311 Branch St.","Elm City","NC","27822","FOODPANTRY",35.802416,-77.861227,37195
"Wendell United Methodist","129 N Main St.","Wendell","NC","27591","FOODPANTRY",35.783192,-78.369853,37183
"Community of Hope Ministries","601 St. Mary's Street","Garner","NC","27529","FOODPANTRY",35.704103,-78.613901,37183
"Zion Christian Center","2850 Virgilina Road","Roxboro","NC","27574","FOODPANTRY",36.421755,-78.93406,37145
"Partners For Youth Opportunity","1309 Halley Street","Durham","NC","27707","AFTER SCH",35.98935,-78.919107,37063
"Kitrell Shiloh Missionary","1390 S. Chavis Road","Kitrell","NC","27544","FOODPANTRY",36.224143,-78.413249,37181
"St. Paul's Episcopal Church","401 East Fourth Street","Greenville","NC","27858","FOODPANTRY",35.611568,-77.369094,37147
"Family Circle Elder Care","820 W Garner Rd.","Garner","NC","27529","ELDERLY NU",35.711355,-78.614096,37183
"Milagros y Maravillas de Dios","711 West Noble","Selma","NC","27576","FOODPANTRY",35.537244,-78.29143,37101
"God's Vision Ministries","315 East River Rd","Louisburg","NC","27549","FOODPANTRY",36.091667,-78.276772,37069
"Saint Luke United Methodist","1501 Turnpike Road","Laurinburg","NC","28352","FOODPANTRY",34.77838,-79.485726,37165
"Jackson Grove Bible Church of","66 Sinclair Lake Rd.","Newton Grove","NC","28366","FOODPANTRY",35.15838,-78.468106,37163
"Word of God Christian Center","3650 Neuse Blvd.","New Bern","NC","28562","FOODPANTRY",35.124562,-77.085808,37049
"New Horizons","confidential","Hamlet","NC","","SHELTER",NA,NA,NA
"FTHOP","700 S Mangum St","Durham","NC","27701","ELDERLY NU",35.989366,-78.90338,37063
"Ministerio Bethel, Inc","622 Bragg St","Sanford","NC","27330","FOODPANTRY",35.480554,-79.158385,37105
"Unionville Missionary Baptist","19400 Blakley Rd.","Laurinburg","NC","28352","FOODPANTRY",34.827359,-79.39421,37165
"Victory Deliverance Church of","169 5th Street","Hamlet","NC","28345","FOODPANTRY",34.885009,-79.681948,37153
"DD-Henderson Towers Resident","807 S. Duke Street #010","Durham","NC","27701","FOODPANTRY",35.991478,-78.908813,37063
"Jerusalem United Methodist","1661 Jerusalem Road","Laurinburg","NC","28352","FOODPANTRY",34.703089,-79.465504,37165
"Safe Haven of Person County","119 S. Main Street","Roxboro","NC","27573","SHELTER",36.38243,-78.987759,37145
"Salvation Army of Lee County","507 N. Steele St.","Sanford","NC","27330","FOODPANTRY",35.485754,-79.183473,37105
"The Healing Place of Wake","3304 Glen Royal Rd","Raleigh","NC","27603","SHELTER",35.745121,-78.668397,37183
"Freedom House Durham","104 New Stateside Drive","Chapel Hill","NC","27516","GROUP HOME",35.955719,-79.060214,37135
"Pine Grove Baptist Church","PO Box 702","Creedmoor","NC","27522","FOODPANTRY",NA,NA,NA
"Harbor Inc.","1149 Buffalo Road","Smithfield","NC","27577","SHELTER",35.524168,-78.336586,37101
"New Birth Non-Denominational","4091 Lemon Springs Road","Sanford","NC","27332","FOODPANTRY",35.455935,-79.073923,37105
"Operation Sunshine, Inc","1328 Chestnut Street","Greenville","NC","27836","AFTER SCH",35.606245,-77.384438,37147
"Lifeline Christian Center","2872 Old Franklin Rd","Spring Hope","NC","27882","FOODPANTRY",35.983743,-78.108779,37127
"Franklin County Volunteers in","109 N Church St","Louisburg","NC","27546","FOODPANTRY",35.932802,-78.441096,37183
"Cedar Grove Mt. Zion AME","5124 Highway 86 North","Hillsborough","NC","27278","FOODPANTRY",36.168526,-79.131059,37135
"White Oak Foundation","1621 White Oak Church Rd.","Apex","NC","27523","FOODPANTRY",35.779327,-78.919221,37183
"Maysville United Methodist Chu","804 Foy Ave","Maysville","NC","28555","FOODPANTRY",34.901493,-77.227223,37103
"Hope of Glory Ministries, Inc","103 East Arlington Blvd.,","Greenville","NC","27858","FOODPANTRY",35.591007,-77.378167,37147
"Monarch - Cauthen Group Home","1401 Cauthen Dr.","Rockingham","NC","28379","GROUP HOME",34.921133,-79.759389,37153
"Vanceboro Group Home - Monarch","143 James Street","Vanceboro","NC","28586","GROUP HOME",35.299131,-77.149957,37049
"Hoke Street Group Home","313-A Hoke Street","New Bern","NC","28560","GROUP HOME",35.073967,-77.021809,37049
"Pamlico County Group Home","554 Hwy. 306 North","Grantsboro","NC","28529","GROUP HOME",35.146737,-76.844279,37049
"Spencer's Place Group Home","201 9th Street","New Bern","NC","28560","GROUP HOME",35.103101,-77.072166,37049
"Monarch - Mallard Lane","142 Mallard Lane","Rockingham","NC","28379","GROUP HOME",34.932857,-79.749142,37153
"Monarch - Richmond Adult Group","190 East Church St.","Ellerbe","NC","28338","GROUP HOME",35.072911,-79.765996,37153
"Feed My Sheep of Durham Food","107 N. Driver Street","Durham","NC","27701","SOUP KITCH",35.992408,-78.878165,37063
"First United Methodist Church","126 Park Lane @ Comm Center","Sneads Ferry","NC","28460","MOBILE FP",34.552288,-77.393314,37133
"Emmanuel Community FWB Center","3105 Speight Seed Farm Road","Winterville","NC","28590","FOODPANTRY",35.54326,-77.480225,37147
"Emmanuel Fellowship Church of","336 Alston Bridge Rd.","Siler City","NC","27344","FOODPANTRY",35.719042,-79.451695,37037
"Durham First Assembly of God","1034 Hamlin Rd","Durham","NC","27704","FOODPANTRY",36.050071,-78.871172,37063
"Upon This Rock Ministry","1206 College Street","Oxford","NC","27565","FOODPANTRY",36.329881,-78.592507,37077
"Vanceboro Christian Help Cente","411 White Street","Vanceboro","NC","28586","FOODPANTRY",35.29843,-77.152541,37049
"Rebuilding Broken Places","2105 N. William St.","Goldsboro","NC","27530","DAY CARE",35.407861,-77.983034,37191
"Greater Ransom Way of the","90  South Lake Lodge Rd Ext","Henderson","NC","27537","FOODPANTRY",36.248069,-78.431545,37181
"Our Daily Bread Christian Food","400 East Washington Street","Rockingham","NC","28379","FOODPANTRY",34.942603,-79.745784,37153
"Deliverance Church","3328 Old Stage Road","Angier","NC","27501","FOODPANTRY",35.457993,-78.691626,37085
"Young Memorial United Holy","1379 Brookston Rd","Henderson","NC","27537","FOODPANTRY",36.367872,-78.341255,37181
"Woodville Baptist Church","450 Hwy. 70","Bettie","NC","28516","FOODPANTRY",34.776633,-76.559521,37031
"Stanley Chapel FWB Church","687 Stanley Chapel Church Rd","Mount Olive","NC","28365","FOODPANTRY",35.224581,-78.014502,37191
"North Haven Church","6620 Six Forks Road","Raleigh","NC","27615","FOODPANTRY",35.869498,-78.639801,37183
"An Open Door CDC","118 Booker St","Pikeville","NC","27863","FOODPANTRY",35.491124,-77.985307,37191
"Faith Hope Deliverance","646 Oakwood Ave","Sanford","NC","27330","FOODPANTRY",35.484001,-79.160472,37105
"House of Refuge for Women","confidential","Durham","NC","","SHELTER",NA,NA,NA
"Chatham County Group Homes","506 W.Fifth Street","Siler City","NC","27344","GROUP HOME",36.089875,-79.269331,37001
"Chatham County Group Homes","323 MLK Blvd.","Siler City","NC","27344","GROUP HOME",35.734012,-79.457666,37037
"N.C.A. Philip Randolph Inst.","1408 Hillsborough St.","Raleigh","NC","27605","FOODPANTRY",35.783655,-78.65658,37183
"Progressive Teamwork Outreach","116 Horton St.","Zebulon","NC","27597","FOODPANTRY",35.822239,-78.312907,37183
"Evergreen United Methodist","11098 US 15-501 North","Chapel Hill","NC","27517","FOODPANTRY",35.86728,-79.074236,NA
"St. Julia Catholic Church","210 Harold Hart Road","Siler City","NC","27344","FOODPANTRY",35.733993,-79.377398,37037
"Greater Diggs AME Zion Church","1258 old cheraw highway","Rockingham","NC","28379","FOODPANTRY",34.881486,-79.838159,37153
"The Original Tabernacle of","1005 S. John St.","Goldsboro","NC","27530","SOUP KITCH",35.370019,-78.000761,37191
"The Arc of Moore, Inc.","673 s. Bennett","Southern Pines","NC","28387","FOODPANTRY",35.170179,-79.400597,37125
"St. Paul Missionary Baptist","1151 Winstead Avenue","Rocky Mount","NC","27804","FOODPANTRY",35.983558,-77.838653,37127
"Faith Missionary Baptist","908 Suffolk Blvd.","Raleigh","NC","27603","FOODPANTRY",35.745197,-78.659069,37183
"Church of GOD of Prophecy","139 Flowers St.","Rockingham","NC","28379","FOODPANTRY",34.924479,-79.773413,37153
"Immanuel Temple SDA Community","2104 S. Alston Avenue","Durham","NC","27707","FOODPANTRY",35.961982,-78.887348,37063
"Zina Christian Center","3700 Bastion Lane","Raleigh","NC","27604","FOODPANTRY",35.801738,-78.580597,37183
"A Touch From Above Faith","654 Main St","Wilson Mills","NC","27593","FOODPANTRY",35.582564,-78.353677,37101
"Roxboro Church of God","1415 N. Main Street","Roxboro","NC","27573","FOODPANTRY",36.418427,-78.969126,37145
"Alliance Rehabilitative Care","940 County Home Road","Henderson","NC","27536","ADULT DAY",36.319959,-78.395896,37181
"HighFalls United Methodist Ch.","324 Frieson Road","Highfalls","NC","27259","FOODPANTRY",35.480841,-79.517885,37125
"Chatham County Group Homes","251 Lynnbrook Drive","Siler City","NC","27344","ADULT DAY",35.661265,-79.438707,37037
"Pilgrim Way of the Cross","316 East 16th Street","Scotland Neck","NC","27874","FOODPANTRY",36.134542,-77.416138,37083
"Avery Chapel FWB Church","1110 Loop Road phys.","Raeford","NC","28376","FOODPANTRY",35.003322,-79.23398,37093
"Renu Life","501 Forest Hill Drive","Goldsboro","NC","27534","GROUP HOME",35.391509,-77.946662,37191
"Harvest Word Ministry","15199 Hwy 96 N","Zebulon","NC","27599","FOODPANTRY",35.986007,-78.449804,37069
"Edgerton Memorial UMC","401 W. Anderson Street","Selma","NC","27576","FOODPANTRY",35.537449,-78.286462,37101
"Praise Worship Tabernacle","1516 Bethel Rd","Raleigh","NC","27610","FOODPANTRY",35.758147,-78.565724,37183
"The Light of Life Ministry","4204 Willow Oak Rd","Raleigh","NC","27610","FOODPANTRY",35.744496,-78.573999,37183
"NC Love In Action","238 South Tarboro St (office)","Wilson","NC","27893","FOODPANTRY",35.726916,-77.909396,37195
"Community Missions/New","2302 Cedar Run Place","Wilson","NC","27896","DAY CARE",35.756381,-77.932409,37195
"St. Peter Catholic Church","2700 E. 4th Street","Greenville","NC","27834","FOODPANTRY",35.615051,-77.390912,37147
"Raleigh Vineyard Christian","6894 Litchford Rd","Raleigh","NC","27615","FOODPANTRY",35.873137,-78.596182,37183
"St. Andrews Chrisitan Church","322 Rollingwood Drive","Dudley","NC","27883","FOODPANTRY",35.557549,-77.031489,37013
"Chatham County Group Homes","225 E. Watkins St","Siler City","NC","27344","GROUP HOME",35.725432,-79.450517,37037
"Chatham County Group Homes","400 Carolina Ave","Siler City","NC","27344","GROUP HOME",35.880787,-80.068849,37057
"St. Paul Church of Christ/","4009 Lake Wilson Rd.","Wilson","NC","27896","FOODPANTRY",35.775816,-77.936322,37195
"Prayer and Faith Temple Church","217 Thomas St","Hamlet","NC","28345","FOODPANTRY",34.879726,-79.701681,37153
"Carthage United Methodist Ch.","108 Bruce Street","Carthage","NC","28327","FOODPANTRY",35.321103,-79.420298,37125
"Southern Pines UMC","175 Midland Road","Southern Pines","NC","28387","FOODPANTRY",35.008218,-78.335371,37163
"First United Methodist Church","101 W. Church Street","Laurinburg","NC","28352","FOODPANTRY",35.008218,-78.335371,37163
"Samaritan's Shelf","143 Short Johnson Road","Clayton","NC","27520","FOODPANTRY",35.681223,-78.50297,37101
"Richlands Community Outreach","8701 Richlands Highway","Richlands","NC","28574","FOODPANTRY",35.390077,-77.665123,37079
"With Love From Jesus Ministry","421 Chapanoke Road","Raleigh","NC","27603","FOODPANTRY",35.815801,-78.683186,37183
"Fuquay-Varina Emergency","216 West Academy Street","Fuquay-Varina","NC","27526","FOODPANTRY",36.318364,-78.586416,37077
"New Life Deliverance Ministry","103 East Main Street","Benson","NC","27504","FOODPANTRY",36.318364,-78.586416,37077
"Monarch- Seawell","108 Seawell Street","Sanford","NC","27330","GROUP HOME",35.466588,-79.109155,37105
"Fellowship of Christ Church","1001 Tarboro St","Rocky Mount","NC","27801","GROUP HOME",35.943655,-77.792892,37065
"Seed Time&Harvest Fellowship","804 Berwyn Avenue","Durham","NC","27704","FOODPANTRY",36.057545,-78.92222,37063
"Angier Area Food Pantry","61 N Raleigh St","Angier","NC","27501","FOODPANTRY",36.318364,-78.586416,37077
"S.A.F.E. of Harnett County","Confidential","","NC","","SHELTER",NA,NA,NA
"Power of Praise Tabernacle","1100 S Market St.","Benson","NC","27504","FOODPANTRY",36.318364,-78.586416,37077
"Living Bread Holiness Church","1116 Glenburnie Road","New Bern","NC","28561","FOODPANTRY",35.390077,-77.665123,37079
"Adult Day Health Activity Ctr.","841 Fairview Road","Rocky Mount","NC","27802","ELDERLY NU",36.444854,-77.223968,37131
"Rockingham Spanish SDA Church","136 Eason Drive","Rockingham","NC","28379","FOODPANTRY",34.927478,-79.758592,37153
"Harnett Food Pantry -","275 Irene Roberts Road","Lillington","NC","27546","FOODPANTRY",35.409756,-78.852929,37085
"Communities In Schools","300 Kelly Road","Pinehurst","NC","28374","OTHER",35.198871,-79.435827,37125
"Child Evangelism Fellowship","611 St. Mary's St.","Garner","NC","27529","FOODPANTRY",35.563195,-78.554856,37183
"Building Hope Community Life","309 West 9th Street","Greenville","NC","27836","AFTER SCH",36.444854,-77.223968,37131
"The Healing Place Wake County","1251 Goode Street","Raleigh","NC","27603","SHELTER",35.815801,-78.683186,37183
"Capital Pentacostal Church","1308 Hwy. 70","Garner","NC","27529","FOODPANTRY",35.563195,-78.554856,37183
"Inter-Faith Council / Shelter","100 West Rosemary Street","Chapel Hill","NC","27514","SOUP KITCH",36.318364,-78.586416,37077
"Autism Services","534 Walnut Street","Cary","NC","27511","GROUP HOME",36.318364,-78.586416,37077
"St. Anna Freewill Baptist","11705 Old Stage Road","Willow Springs","NC","27592","FOODPANTRY",36.318364,-78.586416,37077
"Alliance Rehabilitative Care","1020 County Home Road","Henderson","NC","27536","GROUP HOME",36.332499,-78.416173,37181
"Flynn Christian Fellowship","611 Mitchell Street","Kinston","NC","28501","GROUP HOME",35.266687,-77.545991,37107
"Brookston Baptist Church","242 Baptist Church Road","Henderson","NC","27537","FOODPANTRY",36.432124,-78.427699,37181
"St. James Missionary Baptist","527 E Thomas St.","Rocky Mount","NC","27801","FOODPANTRY",35.943655,-77.792892,37065
"Park East Church of God","3913  McLain St.","Goldsboro","NC","27534","FOODPANTRY",35.378738,-77.896207,37191
"Mission Raleigh of Mt. Vernon","11610 Durant Rd.","Raleigh","NC","27615","FOODPANTRY",35.815801,-78.683186,37183
"Meals on Wheels of Durham, Inc","2522 Ross Rd.","Durham","NC","27703","SUPPLEMENT",36.057545,-78.92222,37063
"Fisher Memorial","420 East Piedmont Avenue","Durham","NC","27707","FOODPANTRY",36.057545,-78.92222,37063
"Western Assembly Church of","1921 Barefoot Road","Newton Grove","NC","28366","FOODPANTRY",35.008218,-78.335371,37163
"Steps and Ladders","1914 Taylor Street","Durham","NC","27703","DAY CARE",36.057545,-78.92222,37063
