name,address,city,state,zip_code,program_code,lat,lng,fips_county,GoogleLat,GoogleLon,GoogleCounty,GoogleZip,GoogleZip+4,zipmatch,CountyMatch,fips_county_name
Greater Refuge Temple,1438 Maplewood Drive,Durham,NC,27704,FOODPANTRY,36.033331,-78.866832,37063,36.0327399,-78.8649949,Durham,27704,3431,TRUE,TRUE,
Alice Aycock Poe Center,224 Sunnybrook Rd.,Raleigh,NC,27610,OTHER,35.778434,-78.583437,37183,35.7791228,-78.5837655,Wake,27610,1830,TRUE,TRUE,
Iglesia De Dios Pentecostal,2331 New Bern Ave.,Raleigh,NC,27610,FOODPANTRY,35.779858,-78.599932,37183,35.780464,-78.599556,Wake,27610,2461,TRUE,TRUE,
Meredith College,3800 Hillsborough St,Raleigh,NC,27607,OTHER,35.794181,-78.687761,37183,35.7942709,-78.6880481,Wake,27607,5237,TRUE,TRUE,
Parkview Manor c/o,911 N Blount St.,Raleigh,NC,27604,ELDERLY NU,35.792496,-78.635668,37183,35.7921262,-78.6361409,Wake,27604,,TRUE,TRUE,
Rainbow 66 Storehouse INC.,706 Rigsbee Avenue,Durham,NC,27701,OTHER,36.002112,-78.899918,37063,36.002571,-78.8995149,Durham,27701,2139,TRUE,TRUE,
Rougemont Food Pantry,8009 Bunny Road,Rougemont,NC,27572,FOODPANTRY,36.218458,-78.970569,37063,36.2181556,-78.9710235,Orange,27572,,TRUE,FALSE,Durham
Oak Level Christian Church,2279 Cedar Creek Road,Youngsville,NC,27596,FOODPANTRY,36.034909,-78.454382,37069,36.039261,-78.448398,Franklin,27596,,TRUE,TRUE,
Refreshing Springs Church,1040 Hill Street,Rocky Mount,NC,27801,FOODPANTRY,35.931843,-77.784042,37065,35.9313689,-77.783036,Edgecombe,27801,5940,TRUE,TRUE,
Project In As Much,2220 Elm Avenue,Laurinburg,NC,28352,SEASONAL,34.735989,-79.48771,37165,34.734319,-79.487379,Scotland,28352,8528,TRUE,TRUE,
Breath Of Life Ministries,212 East North Main Street,Littleton,NC,27850,FOODPANTRY,36.436274,-77.91006,37083,36.4362557,-77.9099679,Halifax,27850,,TRUE,TRUE,
Kingdom Life Outreach,610-B North Madison Avenue,Goldsboro,NC,27530,FOODPANTRY,35.38262,-77.96904,37191,35.3830175,-77.9689407,Wayne,27530,,TRUE,TRUE,
The Point Care Center,1503 Walnut St.,Cary,NC,27511,FOODPANTRY,35.764707,-78.751223,37183,35.7653439,-78.7511087,Wake,27511,5926,TRUE,TRUE,
The Lord House Prophetic,2216 Page Road Suite 103,Durham,NC,27707,FOODPANTRY,35.931475,-78.816669,37063,35.9274957,-78.8128287,Durham,27703,,FALSE,TRUE,
Mary's Kitchen,110 N Independence St,Kinston,NC,28501,SOUP KITCH,35.260294,-77.57785,37107,35.260964,-77.5780149,Lenoir,28501,4910,TRUE,TRUE,
Iglesia de Dios Pentecostal,1042 Country Club Rd.,Jacksonville,NC,28546,FOODPANTRY,34.768647,-77.388868,37133,34.768116,-77.388796,Onslow,28546,6570,TRUE,TRUE,
Smithfield Area Ministries,140 East Market Street,Smithfield,NC,27577,FOODPANTRY,35.511209,-78.346007,37101,35.5118661,-78.3481213,Johnston,27577,3916,TRUE,TRUE,
New Birth Holiness Church,409 Dr Donnie Jones Jr Blvd,Princeton,NC,27569,FOODPANTRY,35.92628,-78.513761,37183,35.4688565,-78.1615762,Johnston,27569,,TRUE,FALSE,Wake
Tar River Baptist Association,92 NC 56 Hwy East,Louisburg,NC,27549,FOODPANTRY,36.102478,-78.458983,37069,36.097957,-78.291927,Franklin,27549,7332,TRUE,TRUE,
Our Daily Bread/Franklinton,109 N. Main Street,Franklinton,NC,27525,SOUP KITCH,36.104605,-78.456337,37069,36.1051851,-78.4561225,Franklin,27525,1314,TRUE,TRUE,
Temple Emmanuel,8 Sycamore Street,Weldon,NC,27890,FOODPANTRY,36.4283,-77.594584,37083,36.4286112,-77.5941523,Halifax,27890,1856,TRUE,TRUE,
Garber United Methodist Church,4201 Country Club Rd,New Bern,NC,28562,AFTER SCH,35.075862,-77.087091,37049,35.075562,-77.087912,Craven,28562,7617,TRUE,TRUE,
TABLE NC,205 West Weaver Street,Carrboro,NC,27510,BP,35.911232,-79.07334,37135,35.9109285,-79.0740482,Orange,27510,2019,TRUE,TRUE,
Father Son Holiness Church,202 Jan Court,Durham,NC,27707,FOODPANTRY,35.960564,-78.912757,37063,35.9607418,-78.9127963,Durham,27707,,TRUE,TRUE,
First Pentecostal Power,3607 Buffalo Rd.,Raleigh,NC,27604,FOODPANTRY,35.833925,-78.580938,37183,35.8348634,-78.5821136,Wake,27604,,TRUE,TRUE,
Crabtree Valley Baptist Church,4408 Lead Mine Rd.,Raleigh,NC,27622,FOODPANTRY,35.839969,-78.673497,37183,35.8405163,-78.673258,Wake,27612,,FALSE,TRUE,
"Courageous Hope, INC",3421 Angier Avenue,Durham,NC,27703,FOODPANTRY,35.965277,-78.857994,37063,35.964928,-78.857194,Durham,27703,5107,TRUE,TRUE,
Temple of Pentecost,2312 Lake Wheeler Rd.,Raleigh,NC,27603,FOODPANTRY,35.748774,-78.672101,37183,35.7492577,-78.6729513,Wake,27603,2612,TRUE,TRUE,
Light of Peace Church,319 Barnes Street,Wilson,NC,27893,FOODPANTRY,35.723157,-77.910488,37195,35.7241583,-77.9115391,Wilson,27893,3901,TRUE,TRUE,
Kairos Church Ministry,1003 S Lodge Street,Wilson,NC,27893,FOODPANTRY,35.715584,-77.921785,37195,35.715394,-77.921886,Wilson,27893,5801,TRUE,TRUE,
By Faith Church,"1708 Birchwood Drive, Apt B",Wilson,NC,27893,FOODPANTRY,35.705811,-77.898569,37195,35.705097,-77.898121,Wilson,27893,6466,TRUE,TRUE,
St. Andrew's Lutheran Church,1605 Neuse Blvd,New Bern,NC,28560,SOUP KITCH,35.109883,-77.060362,37049,35.109683,-77.06136,Craven,28560,2319,TRUE,TRUE,
New Bethel Baptist Church,605 E. Young St.,Rolesville,NC,27571,FOODPANTRY,35.91769,-78.453199,37183,35.9173066,-78.4522611,Wake,27571,9456,TRUE,TRUE,
Bailey United Methodist,6117 Deans Street,Bailey,NC,27807,FOODPANTRY,35.779779,-78.112243,37127,35.779607,-78.112267,Nash,27807,,TRUE,TRUE,
Faith Tabernacle Ministry,4820 Guy Road,Clayton,NC,27520,FOODPANTRY,35.674913,-78.52063,37101,35.674165,-78.519896,Wake,27520,8000,TRUE,FALSE,Johnston
Birchwood Learning Center,416 Walton Street,Durham,NC,27703,FOODPANTRY,35.981886,-78.846774,37063,35.981163,-78.846948,Durham,27703,4636,TRUE,TRUE,
Mary Grove Missionary Baptist,6202 Wiggins Mill Road,Lucama,NC,27851,FOODPANTRY,35.671559,-78.045907,37195,35.673179,-78.0436859,Wilson,27851,,TRUE,TRUE,
Duplin Christian Outreach,513 Southeast Railroad St,Wallace,NC,28466,SOUP KITCH,34.730363,-77.994214,37061,34.7295671,-77.9939299,Duplin,28466,2089,TRUE,TRUE,
Durham Tech Community College,1637 Lawson Street,Durham,NC,27703,OTHER,35.974398,-78.884033,37063,35.975381,-78.880688,Durham,27703,5023,TRUE,TRUE,
The Jesus House of Prayer,353 Brannon Road,Bunn,NC,27508,FOODPANTRY,35.923611,-78.277816,37183,35.9253541,-78.2740287,Franklin,27597,9482,FALSE,FALSE,Wake
Iglesia Pentecostal Jesucristo,1508 Bizzell Grove Church Rd,Selma,NC,27576,FOODPANTRY,35.543197,-78.179605,37101,35.5430599,-78.180018,Johnston,27576,8918,TRUE,TRUE,
Spirit & Truth Worship Center,1512 N Greene Street,Greenville,NC,27834,FOODPANTRY,35.633362,-77.371596,37147,35.6339282,-77.3710069,Pitt,27834,1221,TRUE,TRUE,
Hillyer Memorial Christian,718 Hillsborough St.,Raleigh,NC,27603,SUPPLEMENT,35.780903,-78.649379,37183,35.7811302,-78.6499583,Wake,27603,1606,TRUE,TRUE,
Church on the Rise,1725 Davis Street,Rocky Mount,NC,27804,FOODPANTRY,35.923548,-77.806983,37127,35.922985,-77.806708,Nash,27803,4313,FALSE,TRUE,
Nelson Chapel  Baptist Church,100 Leonard Farm Road,Louisburg,NC,27549,FOODPANTRY,36.08092,-78.242206,37069,36.0806835,-78.2422587,Franklin,27549,7301,TRUE,TRUE,
Unity Ministry,616 Broad Street,New Bern,NC,28560,SOUP KITCH,35.108502,-77.043063,37049,35.1088222,-77.043785,Craven,28560,4806,TRUE,TRUE,
New Focus Community Mission,432 Hannon Street,Enfield,NC,27823,FOODPANTRY,36.17198,-77.667767,37083,36.1717389,-77.6662591,Halifax,27823,,TRUE,TRUE,
Rose Hill Free Will Baptist,6236 County Road,Winterville,NC,28590,FOODPANTRY,35.53346,-77.396822,37147,35.4936818,-77.3536428,Pitt,28590,,TRUE,TRUE,
United Missionary,907 Main Street,New Bern,NC,28560,AFTER SCH,35.113297,-77.048248,37049,35.113164,-77.048293,Craven,28560,3940,TRUE,TRUE,
Abundant Life Ministries,500 Peachtree Street,Rocky Mount,NC,27801,FOODPANTRY,35.94961,-77.797642,37127,35.949922,-77.798726,Nash,27804,4835,FALSE,TRUE,
Building 323,73 Wilder Road,Middlesex,NC,27557,FOODPANTRY,35.753762,-78.256875,37127,35.7537254,-78.2566444,Johnston,27557,,TRUE,FALSE,Nash
West Chatham Food Pantry,126 Village Lake Road,Siler City,NC,27344,FOODPANTRY,35.726487,-79.479653,37037,35.7394331,-79.468965,Chatham,27344,1821,TRUE,TRUE,
First United Methodist Church,324 Miller Blvd,Havelock,NC,28532,SOUP KITCH,34.882668,-76.917334,37049,34.8827572,-76.9189141,Craven,28532,,TRUE,TRUE,
New Freedom Christian,3540 Maitland Dr. Suite 105,Raleigh,NC,27610,FOODPANTRY,35.796597,-78.581962,37183,35.7962573,-78.5820974,Wake,27610,1230,TRUE,TRUE,
DD-Durham Housing Authority,3412 Glasson Street,Durham,NC,27705,MOBILE FP,36.004425,-78.956975,37063,36.0042676,-78.9571127,Durham,27705,5142,TRUE,TRUE,
Folkstone Original Free Will,133 Old Folkstone Road,Holly Ridge,NC,28445,FOODPANTRY,34.535613,-77.502033,37133,34.535978,-77.501748,Onslow,28445,,TRUE,TRUE,
Coastal Women's Shelter,14180 Hwy. 55,Bayboro,NC,28529,FOODPANTRY,35.141965,-76.837076,37137,35.1438175,-76.7844935,Pamlico,28515,,FALSE,TRUE,
Ebenezer Missionary Baptist,625 Raleigh Road,Rocky Mount,NC,27802,FOODPANTRY,35.935062,-77.807199,37127,35.9349786,-77.8073412,Nash,27803,2760,FALSE,TRUE,
St. James Missionary Baptist,3005 Oxford Rd,Henderson,NC,27536,FOODPANTRY,36.309184,-78.436598,37181,36.3105483,-78.4348861,Vance,27536,,TRUE,TRUE,
Beaver Creek Church,2280 Nicholson Rd,Cameron,NC,28326,FOODPANTRY,35.345734,-79.198043,37125,35.346231,-79.199079,Lee,28326,,TRUE,FALSE,Moore
Faith Assembly Church,148 Daniels Street,Hamlet,NC,28345,SOUP KITCH,34.903597,-79.693362,37153,34.903722,-79.693119,Richmond,28345,9390,TRUE,TRUE,
Sandhills Childrens Ctr.,108 Crow Run,Rockingham,NC,28379,DAY CARE,34.934172,-79.752228,37153,34.933848,-79.750789,Richmond,28379,4334,TRUE,TRUE,
Teen Central,1701 Walnut Grove Church Road,Hillsborough,NC,27278,FOODPANTRY,36.143419,-79.122121,37135,36.1481265,-79.1151832,Orange,27278,,TRUE,TRUE,
For a Brighter Future,8 North Main Street,Franklinton,NC,27525,AFTER SCH,36.104406,-78.456347,37069,36.1035338,-78.4567315,Franklin,27525,1357,TRUE,TRUE,
North Carolina Poverty,313 Old Hwy 111,Goldsboro,NC,27863,FOODPANTRY,35.499747,-77.981688,37191,35.315042,-77.935137,Wayne,27534,,FALSE,TRUE,
Truth Foundational Ministries,409 W Burnett St,Pinetops,NC,27864,FOODPANTRY,35.791577,-77.641675,37065,,,Edgecombe,27864,,TRUE,TRUE,
Durham Center For Senior Life,406 Riggsbee Avenue,Durham,NC,27707,SENIOR OFF,35.999206,-78.899862,37063,35.9992737,-78.8991844,Durham,27701,2186,FALSE,TRUE,
American Red Cross- Lenoir,1500 N. Queen Sreet,Kinston,NC,28501,DISASTER,35.279157,-77.580739,37107,35.279244,-77.581086,Lenoir,28501,2945,TRUE,TRUE,
First Worldwide Ministries Inc,320 Bledsoe Ave,Raleigh,NC,27601,FOODPANTRY,35.768184,-78.634596,37183,35.7679611,-78.6340958,Wake,27601,2606,TRUE,TRUE,
Pleasant Acres Free Will,2911 Old Cherry Point Road,New Bern,NC,28560,FOODPANTRY,35.060362,-77.013106,37049,35.0597459,-77.013441,Craven,28560,6785,TRUE,TRUE,
Millbrook United Methodist,1712 East Millbrook Rd.,Raleigh,NC,27609,FOODPANTRY,35.850068,-78.60761,37183,35.8500347,-78.6069699,Wake,27609,,TRUE,TRUE,
The Stone Chapel,701 South Main St.,Wake Forest,NC,27587,FOODPANTRY,35.972729,-78.515316,37183,35.9725211,-78.5151409,Wake,27587,,TRUE,TRUE,
"Jesus Is Justice Mission, Inc.",469 Mills Road,East Rockingham,NC,27379,FOODPANTRY,36.40236,-79.339633,37033,34.914149,-79.756414,Richmond,28379,4436,FALSE,FALSE,Caswell
Oak Grove Community,854 Oak Grove Mt. Zion Road,Roxboro,NC,27574,FOODPANTRY,36.463615,-79.020708,37145,36.46299,-79.018118,Person,27574,9658,TRUE,TRUE,
Better Days Ministries,2245 Garner Rd.,Raleigh,NC,27601,ELDERLY NU,35.765679,-78.631524,37183,35.748589,-78.6300399,Wake,27610,4609,FALSE,TRUE,
Open Door Baptist Church,9801 Durant Rd.,Raleigh,NC,27614,FOODPANTRY,35.900351,-78.577443,37183,35.8993589,-78.578718,Wake,27614,9367,TRUE,TRUE,
"Burning Bush Ministries, Inc",503 Hwy 70 East C,Garner,NC,27610,FOODPANTRY,35.765679,-78.631524,37183,35.6996103,-78.5933483,Wake,27529,,FALSE,TRUE,
Mt. Moriah,168 Donmoor Ct.,Garner,NC,27529,FOODPANTRY,35.725225,-78.642813,37183,35.7259524,-78.6429042,Wake,27529,2500,TRUE,TRUE,
New Covenant Christian Ctr.,9460 Andrew Jackson Hwy,Laurel Hill,NC,28351,FOODPANTRY,34.808555,-79.548596,37165,34.8081008,-79.5475307,Scotland,28351,9346,TRUE,TRUE,
"Open Door Management, Inc",1675 Halltown Road,Jacksonville,NC,28546,FOODPANTRY,34.77336,-77.355759,37133,34.772727,-77.354091,Onslow,28546,4565,TRUE,TRUE,
Staton Mill Road Community,1251 Fleming School Rd,Greenville,NC,27834,FOODPANTRY,35.658345,-77.391351,37147,35.658395,-77.393736,Pitt,27834,,TRUE,TRUE,
PCSA (Psychotherapeutic,400 West Main Street Ste 501,Durham,NC,27701,OTHER,35.996966,-78.904181,37063,35.9976154,-78.9043071,Durham,27701,,TRUE,TRUE,
Temple Baptist Church,1417 Clifton St.,Raleigh,NC,27604,SOUP KITCH,35.797769,-78.62661,37183,35.7978217,-78.627353,Wake,27604,2010,TRUE,TRUE,
Gibraltar - Church on the Rock,112 W. Hope Lodge St,Tarboro,NC,27886,FOODPANTRY,35.912575,-77.544444,37065,35.911491,-77.5458699,Edgecombe,27886,2439,TRUE,TRUE,
Church of God,4004 Main Street,Tarboro,NC,27886,FOODPANTRY,35.9266,-77.583809,37065,35.9266271,-77.5840663,Edgecombe,27886,,TRUE,TRUE,
Area Day Reporting Program For Jasper Hayes Omega Center,822 Cedar Street,New Bern,NC,28560,MOBILE FP,35.106704,-77.072719,37049,35.112187,-77.04706,Craven,28560,,TRUE,TRUE,
Salvation Army-Maysville,510 Main Street,Maysville,NC,28555,FOODPANTRY,34.904793,-77.231458,37103,34.904763,-77.231847,Jones,28555,,TRUE,TRUE,
St. Mary A.M.E. Church,600 S Salem St.,Apex,NC,27502,FOODPANTRY,35.72454,-78.856028,37183,35.724532,-78.856424,Wake,27502,2042,TRUE,TRUE,
Overflow Outreach Ministry,2412 A Paula St.,Raleigh,NC,27608,FOODPANTRY,35.813066,-78.625155,37183,35.813852,-78.624752,Wake,27608,1706,TRUE,TRUE,
Foundation of Jesus Christ,4409 Main Street,Ellerbe,NC,28338,FOODPANTRY,35.077351,-79.762487,37153,35.0715,-79.7614007,Richmond,28338,,TRUE,TRUE,
Cokesbury United,2440 S Cokesbury Road,Henderson,NC,27537,FOODPANTRY,36.348621,-78.30422,37181,36.3487881,-78.3057211,Vance,27537,8015,TRUE,TRUE,
Holly Springs Food Cupboard,621 W. Holly Springs Rd.,Holly Springs,NC,27540,FOODPANTRY,35.655841,-78.843023,37183,35.6554189,-78.842771,Wake,27540,7028,TRUE,TRUE,
Better Life Development Ctr,6628 Old Wake Forest Rd,Raleigh,NC,27616,FOODPANTRY,35.866689,-78.589566,37183,35.8667799,-78.589145,Wake,27616,1812,TRUE,TRUE,
First Presbyterian Church,200 Rice Street,Hamlet,NC,28345,FOODPANTRY,34.887164,-79.703001,37153,34.887347,-79.703565,Richmond,28345,3342,TRUE,TRUE,
Riley Hill Family Life Center,5901 Riley Hill Rd.,Wendell,NC,27591,FOODPANTRY,35.856792,-78.415179,37183,35.858141,-78.41687,Wake,27591,9182,TRUE,TRUE,
Bethlehem United Holy Church,1311 Milton Rd,Durham,NC,27712,FOODPANTRY,36.103998,-78.917347,37063,36.104674,-78.918512,Durham,27712,1522,TRUE,TRUE,
Evangel Christian Fellowship,1421 Graham Street,Rocky Mount,NC,27803,FOODPANTRY,35.930189,-77.821689,37127,35.929969,-77.822628,Nash,27803,3225,TRUE,TRUE,
Showers of Blessing Community,10 Technology Drive,Garner,NC,27529,FOODPANTRY,35.608283,-78.567878,37183,35.6048608,-78.5689887,Johnston,27529,7958,TRUE,FALSE,Wake
Cornerstone Assembly,2304 US Hwy. 70 East,New Bern,NC,28560,FOODPANTRY,35.009048,-76.991352,37049,35.064265,-77.020073,Craven,28560,,TRUE,TRUE,
Christ Community United,1082 Amelia Church Rd,Clayton,NC,27520,FOODPANTRY,35.645873,-78.490924,37101,35.646253,-78.491484,Johnston,27520,7953,TRUE,TRUE,
Jonathans Outreach Network,302 S. Driver Street,Durham,NC,27703,FOODPANTRY,35.982925,-78.877697,37063,35.9828228,-78.8777527,Durham,27703,4264,TRUE,TRUE,
New Hope Community Outreach,504 Main Street,Maysville,NC,28555,AFTER SCH,34.905008,-77.231522,37103,34.9050074,-77.2316123,Jones,28555,,TRUE,TRUE,
Boys & Girls Club of NCNC,212 N Clark St,Henderson,NC,27536,AFTER SCH,36.324722,-78.395841,37181,36.3247521,-78.3958066,Vance,27536,4320,TRUE,TRUE,
Abundant Life Church,2965 Forest Hills Road,Wilson,NC,27893,FOODPANTRY,35.702846,-77.949651,37195,35.702368,-77.948577,Wilson,27893,9298,TRUE,TRUE,
Victory & Dominion World,1438 Hwy 13/ 258 North,Snow Hill,NC,28580,FOODPANTRY,35.473168,-77.658578,37079,35.4593889,-77.7042918,Greene,28580,,TRUE,TRUE,
Straightway Temple,3009 Rosinburg Rd.,Zebulon,NC,27597,FOODPANTRY,35.860344,-78.295077,37183,35.860344,-78.296168,Wake,27597,7706,TRUE,TRUE,
Havelock Cherry Point,"925 E. Main Street, Suite 20",Havelock,NC,28532,FOODPANTRY,34.864493,-76.898488,37049,34.8650052,-76.8976905,Craven,28532,2375,TRUE,TRUE,
Pleasant Grove Missionary,952 Morphus Bridge Rd.,Wendell,NC,27591,FOODPANTRY,35.780805,-78.350387,37183,35.781128,-78.352951,Wake,27591,,TRUE,TRUE,
Lighthouse Christian,9856 Highway 210,Four Oaks,NC,27524,FOODPANTRY,35.509126,-78.518149,37101,35.5090541,-78.5181682,Johnston,27524,,TRUE,TRUE,
John Avery Boys & Girls Club,808 E. Pettigrew Street,Durham,NC,27702,AFTER SCH,35.985815,-78.894171,37063,35.9850288,-78.8930693,Durham,27701,3925,FALSE,TRUE,
"Linden Lodge Foundation, INC",2251 Linden Road,Aberdeen,NC,28374,GROUP HOME,35.193312,-79.486092,37125,35.163212,-79.4951619,Moore,28315,5625,FALSE,TRUE,
Freedom Family Foundation,668 Stratford Blvd.,Kinston,NC,28504,FOODPANTRY,34.748719,-77.418392,37133,35.262018,-77.641739,Lenoir,28504,9647,TRUE,FALSE,Onslow
Hearts For Children Intl.,14705 New Light Rd.,Wake Forest,NC,27587,FOODPANTRY,36.004443,-78.663162,37183,36.0184209,-78.655534,Wake,27587,8620,TRUE,TRUE,
St. Mark Church of Christ,700 West Ash Street,Goldsboro,NC,27533,FOODPANTRY,35.388109,-78.004396,37191,35.3879019,-78.006343,Wayne,27530,3551,FALSE,TRUE,
UMOJA Central SDA Church,314 Bashford Rd,Raleigh,NC,27606,FOODPANTRY,35.782768,-78.738922,37183,35.782064,-78.738709,Wake,27606,1109,TRUE,TRUE,
Open Door Ministry of Faith,740 Planters Street,Rocky Mount,NC,27801,FOODPANTRY,35.928723,-77.788073,37065,35.9288669,-77.787375,Edgecombe,27801,,TRUE,TRUE,
Mount Calvary Grace & Mercy,411 Watauga Avenue,Greenville,NC,27834,FOODPANTRY,35.605831,-77.38963,37147,35.606177,-77.390516,Pitt,27834,3848,TRUE,TRUE,
SNAK PAK PALS,500 E.Rhode Island Ave.,Southern Pines,NC,28387,ELDERLY NU,34.785404,-78.928287,37155,35.172567,-79.3808519,Moore,28387,,TRUE,FALSE,Robeson
Cristo La Solucion,1205 North Smithfield Rd,Knightdale,NC,27545,FOODPANTRY,35.80115,-78.486778,37183,35.7999,-78.487493,Wake,27545,7725,TRUE,TRUE,
"Freedom Family Foundation, Inc",313 Clifton Street,Greenville,NC,27834,FOODPANTRY,35.589899,-77.376089,37147,35.590837,-77.375033,Pitt,27858,5008,FALSE,TRUE,
Corinth United,7900  Zebulon Rd,Youngsville,NC,27596,FOODPANTRY,35.97595,-78.442843,37069,35.976442,-78.440152,Wake,27596,8814,TRUE,FALSE,Franklin
TMO Foundation Inc.,704 East broad st,Dunn,NC,28339,FOODPANTRY,34.978217,-78.514959,37163,35.304534,-78.603838,Harnett,28334,5104,FALSE,FALSE,Sampson
Coats COGOP,7819 NC Hwy 27,Coats,NC,27521,FOODPANTRY,35.403068,-78.611037,37085,35.4038619,-78.610324,Harnett,27521,,TRUE,TRUE,
Kingdom Health Care Inc.,81 Egypt Church Road,Louisburg,NC,27549,FOODPANTRY,36.056879,-78.297911,37069,36.057226,-78.298733,Franklin,27549,6703,TRUE,TRUE,
New Providence Missionary,4813 Hilltop Needmore Rd.,Fuquay-Varina,NC,27526,FOODPANTRY,35.631768,-78.744421,37183,35.6315596,-78.746188,Wake,27526,9264,TRUE,TRUE,
Salvation Army - Dunn,PO Box 805,Smithfield,NC,27577,FOODPANTRY,NA,NA,NA,,,Johnston,,,FALSE,,
Joseph Provisions,"2202 May Street, #11",Greenville,NC,27834,FOODPANTRY,35.605651,-77.378768,37147,35.59878,-77.393509,Pitt,27834,,TRUE,TRUE,
OE Enterprises,348 Elizabeth Brady Road,Hillsborough,NC,27243,ADULT DAY,36.145744,-79.253869,37135,36.0739159,-79.084307,Orange,27278,9540,FALSE,TRUE,
Greater St. Peter,886  Will Baker Road,Kinston,NC,28504,FOODPANTRY,35.221911,-77.579598,37107,35.221304,-77.588391,Lenoir,28504,7755,TRUE,TRUE,
Rockingham District,,East Laurinburg,NC,28343,FOODPANTRY,34.877812,-79.674295,37153,,,Scotland,28352,,FALSE,FALSE,Richmond
Bethlehem Baptist Church,7215 Six Forks Rd.,Raleigh,NC,27615,FOODPANTRY,35.877433,-78.6455,37183,35.878749,-78.646162,Wake,27615,6160,TRUE,TRUE,
East Duplin Christian Outreach,314 North Park Street,Beulaville,NC,28518,FOODPANTRY,34.924477,-77.767826,37061,34.9245071,-77.7678885,Duplin,28518,,TRUE,TRUE,
WRAJ Outreach Ministries,604 East Wilson Street,Elm City,NC,27822,FOODPANTRY,35.803447,-77.856216,37195,35.803238,-77.855611,Wilson,27822,8792,TRUE,TRUE,
New St. Delight United Holy Ch,693 Suttontown Rd.,Mount Olive,NC,28365,FOODPANTRY,35.205196,-78.044452,37191,35.212462,-78.189597,Wayne,28365,7653,TRUE,TRUE,
Break Through Church,1100-118 Perimeter Park Dr.,Morrisville,NC,27560,FOODPANTRY,35.854342,-78.82114,37183,35.8535304,-78.8222615,Wake,27560,,TRUE,TRUE,
Darden Enlightenment Center,3812 S. Main Street,Farmville,NC,27828,AFTER SCH,35.594179,-77.588394,37147,35.595174,-77.587765,Pitt,27828,8548,TRUE,TRUE,
Armor of God Christian Church,"4051 S. Memorial Drive, Suite",Winterville,NC,28590,FOODPANTRY,35.553874,-77.405872,37147,35.554312,-77.405095,Pitt,28590,7874,TRUE,TRUE,
A Sound of Abundance,101 East Granville Street,Dunn,NC,28334,SOUP KITCH,35.315466,-78.604012,37085,35.3154724,-78.6039692,Harnett,28334,2531,TRUE,TRUE,
Believers United for Progress,1306 Fayetteville St,Durham,NC,27707,FOODPANTRY,35.978597,-78.900195,37063,35.980887,-78.8996243,Durham,27707,2326,TRUE,TRUE,
Divine Grace Fellowship,"1500 E Club Blvd, Bldg 100",Durham,NC,27701,FOODPANTRY,36.01692,-78.913085,37063,36.026755,-78.868574,Durham,27704,,FALSE,TRUE,
Iglesia Presbiteriana Emanuel,2504 N. Roxboro St.,Durham,NC,27703,FOODPANTRY,36.021596,-78.889822,37063,36.021856,-78.889504,Durham,27704,4348,FALSE,TRUE,
Ministerios Guerreros de,1800 N. Roxboro St.,Durham,NC,27701,FOODPANTRY,36.012895,-78.89096,37063,36.0129192,-78.890916,Durham,27701,1351,TRUE,TRUE,
ST. ANN CATHOLIC CHURCH,4057 HWY 70 Bus.,Clayton,NC,27520,FOODPANTRY,35.567246,-78.392775,37101,35.567068,-78.3941509,Johnston,27520,4310,TRUE,TRUE,
"Revival Deliverance Ctr, Inc",101 East Pinewood Street,Roseboro,NC,28382,FOODPANTRY,34.947528,-78.508192,37163,34.9474426,-78.5080505,Sampson,28382,8799,TRUE,TRUE,
Michael's Place,2815 Cascadilla St,Durham,NC,27704,GROUP HOME,36.025874,-78.88579,37063,36.026656,-78.886375,Durham,27704,4411,TRUE,TRUE,
Page United Methodist Soup Kit,1045 Poplar St,Aberdeen,NC,28315,SOUP KITCH,35.144305,-79.418915,37125,35.1443921,-79.418841,Moore,28315,3111,TRUE,TRUE,
Faith Gospel Tabernacle,663 Troy St,Durham,NC,27703,FOODPANTRY,35.977223,-78.882716,37063,35.9766194,-78.8832566,Durham,27703,5033,TRUE,TRUE,
Churches Outreach  Network,700 Albemarle Avenue,Greenville,NC,27834,FOODPANTRY,35.609819,-77.380204,37147,35.610424,-77.3804,Pitt,27834,3105,TRUE,TRUE,
Church of God-Sermon del Monte,6105 Fayetteville Rd.,Raleigh,NC,27603,FOODPANTRY,35.687474,-78.680835,37183,35.692841,-78.674342,Wake,27603,4817,TRUE,TRUE,
Word Harvest International,2403 Lednum Street,Durham,NC,27713,FOODPANTRY,36.028005,-78.909768,37063,36.028015,-78.9103,Durham,27705,3440,FALSE,TRUE,
Kingdom Builders Outreach,506 Bell Fork Road,Jacksonville,NC,28540,FOODPANTRY,34.754985,-77.39563,37133,34.7535691,-77.3919712,Onslow,28540,6309,TRUE,TRUE,
Rock Ministry Inc.,350 West 2nd St,Garland,NC,28441,FOODPANTRY,34.786583,-78.394803,37163,34.7899388,-78.3978544,Sampson,28441,9318,TRUE,TRUE,
Mt. Hebron Seventh Day,700 S. Pender Street,Wilson,NC,27893,FOODPANTRY,35.714265,-77.905811,37195,35.714107,-77.90618,Wilson,27893,5231,TRUE,TRUE,
Tabernacle Full Gospel,328 Airport Road,Rockingham,NC,28379,FOODPANTRY,34.955834,-79.732253,37153,34.9101557,-79.7663499,Richmond,28379,4535,TRUE,TRUE,
